account_id,company_name,email_domain,industry,state,size_class,n_employees,created_date
ACC-00618,Ribeiro Ltda.,vasconcelos.com.br,Varejo,SP,grande,390,2023-08-21
ACC-00619,Souza Gonçalves Ltda.,moreiraperei.com.br,Serviços,SP,pequena,82,2024-01-29
ACC-00620,Gomes,vianas.a..net.br,Saúde,MG,grande,486,2024-01-16
ACC-00621,Moura S/A,dacosta-me.net.br,Serviços,RJ,pequena,127,2023-12-16
ACC-00622,Gomes Nunes - ME,dias.com.br,Saúde,SC,pequena,81,2024-05-03
ACC-00623,Teixeira Melo S/A,nogueira.com.br,Agronegócio,SP,media,255,2023-05-22
ACC-00624,da Luz S.A.,pastors/a.com.br,Educação,RJ,media,294,2023-09-26
ACC-00625,Pires,araújo-me.net.br,Tecnologia,PR,grande,368,2023-08-04
ACC-00626,Barros,lima.com.br,Indústria,PR,pequena,66,2023-12-25
ACC-00627,Moraes S.A.,damotabarros.org.br,Varejo,RJ,,90,2023-12-20
ACC-00628,das Neves e Filhos,nascimentodu.com.br,Indústria,SP,media,232,2024-05-23
ACC-00629,Araújo da Cruz S/A,siqueira.com.br,Financeiro,PE,pequena,97,2023-10-22
ACC-00630,Pimenta,camargo.org.br,Varejo,PR,pequena,57,2023-11-10
ACC-00631,Campos Albuquerque e Filhos,dasnevesefil.com.br,Tecnologia,RS,media,180,2023-12-06
ACC-00632,Ferreira,sampaioalbuq.com.br,Serviços,GO,pequena,116,2024-01-04
ACC-00633,Cardoso,cavalcante.com.br,Agronegócio,SC,media,213,2023-06-25
ACC-00634,Vargas S/A,siqueira.com.br,Tecnologia,BA,media,304,2024-06-09
ACC-00635,Moura,lima.org.br,Saúde,outros,grande,411,2023-07-30
ACC-00636,Monteiro - ME,daluzefilhos.net.br,Saúde,RS,grande,422,2024-03-02
ACC-00637,Nunes,araújo.net.br,Serviços,SC,pequena,62,2023-10-02
ACC-00638,Oliveira e Filhos,freitascastr.com.br,Serviços,SP,,89,2023-10-07
ACC-00639,Aparecida S/A,daconceiçãoe.com.br,Financeiro,SP,pequena,57,2023-08-15
ACC-00640,Cassiano,aparecidamel.com.br,Indústria,GO,pequena,97,2023-01-21
ACC-00641,Câmara,andradenovae.net.br,Serviços,SP,pequena,103,2024-04-14
ACC-00642,Silveira,dacruz.org.br,Serviços,RJ,media,154,2024-04-27
ACC-00643,Oliveira Ltda.,damata.net.br,Tecnologia,MG,media,176,2023-10-31
ACC-00644,Cavalcanti S.A.,montenegroef.com.br,Financeiro,RS,pequena,140,2023-07-09
ACC-00645,da Paz,guerras/a.org.br,Varejo,RJ,pequena,66,2023-02-08
ACC-00646,Novaes - ME,duarte.com.br,Saúde,RJ,pequena,105,2024-05-22
ACC-00647,Nunes,freitass.a..org.br,Varejo,SP,pequena,57,2024-03-16
ACC-00648,Martins Freitas - EI,sousa.com.br,Varejo,RJ,pequena,125,2024-02-11
ACC-00649,Siqueira Nogueira S.A.,vargas.com.br,Serviços,SP,pequena,106,2023-11-06
ACC-00650,Nogueira Ferreira e Filhos,abreujesuss/.com.br,Indústria,SP,pequena,148,2024-02-12
ACC-00651,Sousa,fariass/a.net.br,Agronegócio,MG,media,328,2023-04-07
ACC-00652,Moura da Costa - ME,caldeira.com.br,Financeiro,SP,media,157,2023-11-01
ACC-00653,Silva da Mota S/A,araújo.com.br,Serviços,SC,media,278,2024-03-03
ACC-00654,Sampaio,daconceição-.com.br,Tecnologia,SP,grande,458,2024-06-17
ACC-00655,Pacheco S/A,marques.com.br,Varejo,SC,,96,2023-10-17
ACC-00656,Lopes e Filhos,portogonçalv.org.br,Educação,CE,pequena,96,2024-02-02
ACC-00657,Gonçalves,dacostadaroc.com.br,Indústria,PR,media,214,2023-08-19
ACC-00658,da Mata,dias.com.br,,BA,media,350,2023-02-20
ACC-00659,Cassiano S/A,barbosacosta.net.br,Saúde,SP,pequena,109,2024-01-18
ACC-00660,Campos,machadomarti.com.br,Agronegócio,GO,pequena,63,2024-06-28
ACC-00661,Machado das Neves - ME,vargas.com.br,Varejo,MG,pequena,69,2023-02-10
ACC-00662,Castro e Filhos,campos.com.br,Indústria,RS,media,239,2024-03-23
ACC-00663,Cunha Ltda.,santos.com.br,Tecnologia,MG,pequena,70,2023-03-10
ACC-00664,Gonçalves,borgessilvas.org.br,,SP,media,276,2024-03-03
ACC-00665,Cavalcanti,rochaltda..com.br,Agronegócio,SP,media,155,2024-04-11
ACC-00666,Brito Martins S/A,guerra-me.com.br,Varejo,MG,pequena,112,2023-06-25
ACC-00667,Cardoso Costa - ME,camposalbuqu.net.br,Agronegócio,SP,pequena,115,2024-05-28
ACC-00668,Pacheco - EI,rodrigues.org.br,Varejo,RJ,pequena,57,2023-11-15
ACC-00669,Azevedo S.A.,barbosa.net.br,Indústria,PE,pequena,104,2024-02-03
ACC-00670,Farias S/A,cardoso.net.br,Saúde,SP,pequena,102,2024-01-15
ACC-00671,Oliveira Lopes e Filhos,martinss/a.net.br,Financeiro,RJ,grande,428,2023-06-21
ACC-00672,Garcia e Filhos,monteiro.com.br,Indústria,RS,grande,432,2023-11-23
ACC-00673,Cunha,cavalcanti.org.br,Varejo,SP,pequena,53,2023-06-05
ACC-00674,Andrade Pimenta - EI,damotadamota.org.br,,SP,media,269,2024-02-01
ACC-00675,Novaes,ramosdarocha.com.br,Tecnologia,SC,pequena,71,2023-09-15
ACC-00676,da Mota - ME,araújo.net.br,Financeiro,SP,media,181,2023-03-08
ACC-00677,Pires Nogueira S/A,leãocostaefi.net.br,Tecnologia,PR,pequena,111,2023-04-09
ACC-00678,Mendes,viana.com.br,Financeiro,SP,pequena,130,2024-02-27
ACC-00679,Gomes,ferreira.com.br,Tecnologia,SP,grande,464,2023-03-31
ACC-00680,Dias - EI,cirino.com.br,,RJ,media,181,2024-05-27
ACC-00681,Melo - EI,alvesvasconc.com.br,Tecnologia,SP,pequena,101,2023-12-02
ACC-00682,Castro Brito S.A.,vargas.com.br,Varejo,SP,pequena,68,2024-06-09
ACC-00683,Teixeira S.A.,damatanascim.com.br,Tecnologia,SC,media,152,2023-11-06
ACC-00684,Cavalcanti da Costa - EI,fogaça.org.br,Varejo,BA,pequena,80,2024-01-04
ACC-00685,Pastor,sousa.net.br,Tecnologia,SP,media,207,2023-10-30
ACC-00686,Nunes,santosefilho.com.br,Indústria,SP,media,281,2024-01-07
ACC-00687,Cavalcanti,nunescorreia.org.br,Saúde,SP,pequena,116,2023-08-15
ACC-00688,Araújo S.A.,andrade.com.br,Varejo,outros,media,181,2024-05-03
ACC-00689,Farias - EI,almeidamoura.net.br,Indústria,MG,pequena,144,2023-09-28
ACC-00690,Duarte Araújo S/A,cardosoferna.net.br,Educação,MG,media,316,2024-04-19
ACC-00691,Moura Ltda.,pastorsantos.org.br,Tecnologia,SP,media,186,2023-03-03
ACC-00692,Pastor,freitasefilh.com.br,Educação,SP,pequena,135,2023-01-09
ACC-00693,Carvalho,fernandesltd.com.br,Saúde,RJ,media,240,2023-01-11
ACC-00694,Rezende,siqueiralope.net.br,Tecnologia,SP,pequena,63,2023-07-30
ACC-00695,Câmara,cavalcanti.org.br,Serviços,SP,grande,497,2023-03-08
ACC-00696,Cardoso,garciadasnev.com.br,Financeiro,SP,pequena,80,2023-10-24
ACC-00697,Vargas,siqueiraabre.net.br,Financeiro,RS,media,160,2024-01-31
ACC-00698,Pimenta,cirino-ei.com.br,Tecnologia,RJ,media,305,2023-10-01
ACC-00699,Casa Grande,portonuness/.net.br,,SP,pequena,60,2023-07-19
ACC-00700,da Costa Ltda.,souza.com.br,Tecnologia,DF,pequena,99,2023-04-23
ACC-00701,Santos e Filhos,cavalcante.org.br,Varejo,RS,media,198,2023-01-01
ACC-00702,da Luz S.A.,machado.org.br,Financeiro,RS,pequena,127,2023-12-20
ACC-00703,Viana,salesazevedo.org.br,,PR,pequena,106,2023-12-27
ACC-00704,Gomes - ME,silveiras/a.com.br,Tecnologia,SP,grande,437,2024-01-20
ACC-00705,Monteiro,cavalcante.org.br,Saúde,SP,pequena,134,2023-09-25
ACC-00706,Brito,ferreira.com.br,Educação,PR,media,320,2023-02-08
ACC-00707,Castro Machado S/A,viana.com.br,Agronegócio,RS,pequena,138,2023-09-29
ACC-00708,da Luz,darochas/a.com.br,Serviços,SP,pequena,148,2023-01-07
ACC-00709,Garcia Castro e Filhos,barbosaltda..net.br,Educação,SP,media,224,2024-01-18
ACC-00710,Peixoto,novaess/a.net.br,Educação,SP,grande,366,2023-02-10
ACC-00711,Lopes e Filhos,santos.net.br,Tecnologia,RJ,pequena,98,2023-10-27
ACC-00712,Brito Ltda.,pereiralopes.net.br,Indústria,SP,grande,491,2023-12-13
ACC-00713,Ribeiro,correiajesus.net.br,Varejo,RJ,pequena,86,2023-05-30
ACC-00714,Brito Aragão - ME,darosa.com.br,Varejo,RS,pequena,115,2023-04-04
ACC-00715,Fonseca S/A,cassiano.com.br,Varejo,SP,media,237,2023-01-22
ACC-00716,Ribeiro,borges.org.br,Tecnologia,SC,media,194,2023-10-28
ACC-00717,Alves S.A.,costa.com.br,Serviços,SP,grande,412,2024-04-26
ACC-00718,Camargo,portodarocha.com.br,Agronegócio,SP,media,288,2023-08-28
ACC-00719,Melo,viana.org.br,Tecnologia,SP,,454,2023-05-30
ACC-00720,Borges,ribeiro.com.br,Indústria,SP,pequena,78,2023-08-12
ACC-00721,Garcia,cirino.com.br,Educação,RS,pequena,84,2024-02-19
ACC-00722,Aparecida,cirino.com.br,Serviços,RS,grande,393,2023-01-03
ACC-00723,da Luz,macedo.org.br,Saúde,RJ,pequena,88,2024-01-01
ACC-00724,Sá Sampaio e Filhos,damatanuness.com.br,Educação,SP,pequena,128,2024-04-24
ACC-00725,Nogueira,barrosefilho.com.br,Varejo,SP,pequena,94,2023-04-02
ACC-00726,Novaes Araújo - ME,sá.com.br,Agronegócio,SP,media,273,2024-04-09
ACC-00727,Oliveira,nascimento.net.br,Varejo,SP,pequena,68,2023-10-24
ACC-00728,Silva,melodarosas/.com.br,Saúde,MG,pequena,83,2024-02-27
ACC-00729,Campos Sá - ME,montenegro-e.com.br,Tecnologia,RS,pequena,139,2024-05-11
ACC-00730,Aparecida Lima S/A,cavalcantecu.net.br,Indústria,SP,pequena,63,2023-09-06
ACC-00731,Peixoto da Luz Ltda.,costa.com.br,Varejo,BA,pequena,108,2023-12-03
ACC-00732,Novaes,borges-me.com.br,Tecnologia,PE,media,256,2023-04-26
ACC-00733,Albuquerque,damota.com.br,Varejo,RJ,grande,399,2023-10-01
ACC-00734,Cassiano,camargo.com.br,Tecnologia,MG,media,238,2024-02-07
ACC-00735,Caldeira - EI,nunespastor-.com.br,Tecnologia,SP,pequena,51,2023-09-01
ACC-00736,Jesus,vianaltda..org.br,Tecnologia,SP,media,167,2023-12-23
ACC-00737,Oliveira,gomes.com.br,Educação,RS,grande,375,2023-06-24
ACC-00738,da Mota Guerra S.A.,andrade.com.br,Varejo,CE,pequena,99,2023-10-02
ACC-00739,Farias,andrade.com.br,Serviços,RJ,media,262,2024-02-18
ACC-00740,Freitas,aragãosouza-.com.br,Saúde,RJ,media,243,2024-02-03
ACC-00741,da Mota,fernandesltd.com.br,Serviços,PE,,323,2023-10-05
ACC-00742,da Conceição S.A.,sampaio.net.br,Serviços,MG,media,198,2023-07-15
ACC-00743,Vasconcelos,souza.net.br,Financeiro,SP,pequena,79,2023-08-08
ACC-00744,Pereira,damata.net.br,Indústria,RS,pequena,141,2023-11-28
ACC-00745,Jesus Sousa - ME,correia-me.net.br,Varejo,SP,pequena,132,2023-03-09
ACC-00746,Azevedo das Neves e Filhos,araújo.com.br,Serviços,SP,pequena,77,2023-11-19
ACC-00747,Cavalcanti S.A.,carvalho.com.br,Financeiro,PR,pequena,87,2024-02-04
ACC-00748,Aragão,araújodacruz.com.br,Serviços,SP,media,340,2023-10-29
ACC-00749,da Mota Freitas - ME,santos.com.br,Tecnologia,SP,media,322,2023-12-28
ACC-00750,Rodrigues S/A,porto.net.br,Indústria,SP,pequena,94,2023-10-12
ACC-00751,Cavalcanti,freitasmendo.org.br,Serviços,SP,pequena,108,2024-01-07
ACC-00752,Ferreira,pastor.org.br,Indústria,SC,pequena,110,2023-03-11
ACC-00753,da Paz S/A,daluzsouzaef.net.br,Tecnologia,SP,grande,399,2023-05-03
ACC-00754,Oliveira Vasconcelos S.A.,aragão.org.br,Serviços,RJ,pequena,119,2023-12-07
ACC-00755,da Mata Rezende - ME,ramoscâmarae.com.br,Tecnologia,RS,pequena,139,2024-04-24
ACC-00756,Melo S.A.,vasconcelose.com.br,Indústria,SP,pequena,62,2023-04-30
ACC-00757,Pereira,peixotoalbuq.org.br,Tecnologia,MG,media,225,2024-02-13
ACC-00758,Lima,silva.com.br,Varejo,BA,pequena,89,2023-12-27
ACC-00759,da Cunha,ferreira.com.br,Serviços,PR,media,223,2023-06-06
ACC-00760,Pacheco,martinsdaros.net.br,Indústria,SP,pequena,75,2024-04-24
ACC-00761,Novais,abreu-ei.com.br,Saúde,DF,pequena,74,2023-11-21
ACC-00762,Mendes S/A,darosa.com.br,Financeiro,RS,media,270,2023-11-13
ACC-00763,da Mota,damota.net.br,Educação,SC,pequena,144,2023-05-10
ACC-00764,Correia,rezende.com.br,Varejo,RJ,,122,2023-11-08
ACC-00765,Peixoto - ME,moreirateixe.com.br,Tecnologia,MG,pequena,108,2023-01-18
ACC-00766,Silveira Alves e Filhos,rodrigues.com.br,Agronegócio,RJ,media,214,2023-02-02
ACC-00767,Leão,darocha.com.br,Agronegócio,SP,grande,466,2023-05-03
ACC-00768,Pacheco e Filhos,gomes.com.br,,GO,pequena,83,2023-05-18
ACC-00769,Rodrigues Nascimento e Filhos,fernandessil.org.br,Financeiro,SP,pequena,116,2023-11-22
ACC-00770,Montenegro,rios.net.br,Indústria,MG,pequena,85,2023-05-23
ACC-00771,da Rocha Brito - ME,cavalcante.net.br,Serviços,RS,media,288,2023-12-22
ACC-00772,Rodrigues Farias e Filhos,sousadaluzef.com.br,Varejo,SP,media,257,2023-02-05
ACC-00773,Souza das Neves - ME,câmaraltda..com.br,Indústria,SC,pequena,110,2024-05-17
ACC-00774,Pacheco,freitas.com.br,,SP,,114,2024-02-03
ACC-00775,Melo S/A,martins.net.br,Saúde,MG,pequena,128,2023-10-14
ACC-00776,Rodrigues - ME,melos.a..com.br,Agronegócio,SP,media,189,2023-04-30
ACC-00777,Cassiano S.A.,jesus.org.br,Tecnologia,SC,grande,440,2023-05-06
ACC-00778,Casa Grande,fernandesjes.org.br,Serviços,SP,media,196,2023-10-22
ACC-00779,Vasconcelos Barros - ME,silva.com.br,Serviços,SP,media,252,2023-01-31
ACC-00780,Dias Porto S/A,pires.com.br,Agronegócio,MG,media,179,2023-01-23
ACC-00781,Teixeira Vasconcelos S.A.,machadoltda..com.br,Tecnologia,RJ,pequena,73,2023-09-05
ACC-00782,Pimenta Lopes e Filhos,mendonçavian.com.br,Varejo,RS,pequena,99,2024-04-04
ACC-00783,Mendes,guerra.org.br,Varejo,PR,grande,363,2023-08-14
ACC-00784,Nascimento S.A.,abreu.com.br,Serviços,SP,media,209,2023-09-04
ACC-00785,Sá,albuquerque.net.br,Indústria,BA,media,272,2024-03-28
ACC-00786,Câmara Sales Ltda.,almeidarocha.com.br,Indústria,RJ,media,155,2024-04-13
ACC-00787,Gomes - EI,cardoso.com.br,Saúde,PR,pequena,92,2023-12-01
ACC-00788,Aparecida Ltda.,cavalcante.com.br,Indústria,SP,media,336,2023-08-11
ACC-00789,Lopes,marques.net.br,Serviços,SP,media,310,2023-10-29
ACC-00790,Cavalcante Guerra S/A,fernandesmen.com.br,Educação,SP,pequena,142,2023-12-27
ACC-00791,Siqueira Almeida - EI,câmarasiquei.com.br,Serviços,SP,pequena,73,2023-01-22
ACC-00792,Garcia e Filhos,camposfonsec.org.br,Tecnologia,SP,grande,435,2023-06-25
ACC-00793,Peixoto S/A,vargas.com.br,Agronegócio,SP,pequena,55,2023-12-26
ACC-00794,Sales S/A,rezendes/a.com.br,Varejo,MG,pequena,56,2023-06-18
ACC-00795,Campos,macedo.com.br,Agronegócio,MG,pequena,137,2023-08-15
ACC-00796,Costela Sales e Filhos,melo.net.br,Varejo,RS,pequena,125,2024-04-02
ACC-00797,Ribeiro - EI,darosa-me.com.br,Varejo,SP,pequena,74,2023-04-15
ACC-00798,Leão Caldeira - EI,pinto.com.br,Tecnologia,RS,,116,2023-07-06
ACC-00799,Monteiro S.A.,dapazs/a.com.br,Serviços,MG,grande,398,2023-11-09
ACC-00800,Fogaça Santos - ME,vasconcelosd.com.br,Agronegócio,RJ,grande,452,2023-05-27
ACC-00801,Novaes - ME,castro.org.br,Tecnologia,RJ,,134,2023-04-03
ACC-00802,Abreu Albuquerque e Filhos,salesmendesl.com.br,Agronegócio,SP,pequena,55,2024-05-06
ACC-00803,Cassiano,camargo-ei.com.br,,SP,pequena,108,2023-09-03
ACC-00804,Silveira e Filhos,vasconcelos-.com.br,Varejo,SP,media,175,2023-08-26
ACC-00805,Marques da Rocha Ltda.,dacunhaefilh.com.br,Varejo,SP,pequena,86,2023-04-16
ACC-00806,Cavalcanti S/A,aragão.com.br,Serviços,MG,media,232,2024-02-02
ACC-00807,Lima,fonseca.org.br,Indústria,SP,pequena,148,2023-06-10
ACC-00808,Carvalho e Filhos,britos/a.org.br,Serviços,SP,pequena,115,2024-01-17
ACC-00809,Siqueira,fariasfogaça.org.br,Tecnologia,BA,media,239,2024-02-15
ACC-00810,Camargo Guerra - ME,freitasltda..com.br,Varejo,MG,media,236,2023-08-08
ACC-00811,Sales,damata.net.br,Varejo,GO,pequena,140,2024-04-19
ACC-00812,Camargo Cardoso e Filhos,leão.net.br,Saúde,SP,grande,482,2024-06-21
ACC-00813,Pastor,castros/a.org.br,Varejo,SP,media,303,2024-06-06
ACC-00814,Cirino,nunes.com.br,Varejo,MG,media,190,2024-04-12
ACC-00815,Pimenta,vasconcelos.net.br,Serviços,PR,grande,410,2023-12-31
ACC-00816,Mendes Mendonça S/A,rodriguesefi.net.br,Tecnologia,MG,pequena,74,2023-02-10
ACC-00817,Azevedo Ltda.,macedo.com.br,Varejo,SP,media,158,2024-06-29
ACC-00818,Rios Fernandes - EI,albuquerque.com.br,Tecnologia,MG,pequena,92,2024-01-14
ACC-00819,Mendes Ferreira e Filhos,lopesefilhos.com.br,Agronegócio,SP,pequena,127,2023-06-29
ACC-00820,Albuquerque e Filhos,cassiano.org.br,Varejo,MG,pequena,54,2023-05-19
ACC-00821,Barbosa Sá - ME,montenegrome.com.br,Financeiro,SP,media,207,2023-05-15
ACC-00822,da Mota,dacosta.com.br,,SP,media,290,2024-04-22
ACC-00823,Guerra,montenegros..net.br,Indústria,RS,pequena,88,2023-02-07
ACC-00824,Borges,barrosmarque.net.br,Agronegócio,MG,media,191,2023-12-09
ACC-00825,Campos,machado.org.br,Indústria,PR,pequena,115,2023-07-18
ACC-00826,Caldeira - ME,souza.com.br,Agronegócio,CE,grande,372,2023-05-10
ACC-00827,Borges - EI,andrade.com.br,Tecnologia,SP,pequena,99,2024-06-28
ACC-00828,Rezende Rios - ME,moraes.org.br,Tecnologia,SP,media,287,2023-11-17
ACC-00829,Câmara - ME,fonseca.com.br,Financeiro,PR,pequena,77,2023-05-10
ACC-00830,Silva,novais.org.br,Agronegócio,SP,media,242,2024-03-26
ACC-00831,Camargo,silva.com.br,,RS,pequena,80,2023-06-27
ACC-00832,Abreu Fernandes Ltda.,teixeiraefil.net.br,Tecnologia,MG,pequena,70,2023-08-03
ACC-00833,Sampaio,novaes.net.br,Tecnologia,PR,media,330,2023-05-27
ACC-00834,Carvalho,aparecidas.a.com.br,Serviços,CE,pequena,123,2023-09-06
ACC-00835,Pimenta,caldeira.com.br,Serviços,PE,media,156,2023-01-04
ACC-00836,Marques Viana S.A.,correiacampo.com.br,Agronegócio,SP,media,314,2023-01-07
ACC-00837,Aparecida,caldeira.com.br,Financeiro,SP,pequena,101,2024-03-29
ACC-00838,Ribeiro,vargas-me.org.br,Saúde,RS,media,176,2023-06-04
ACC-00839,Novaes - ME,monteiroabre.org.br,Tecnologia,SP,media,283,2023-09-01
ACC-00840,Sales Pacheco S.A.,moraes.net.br,Agronegócio,SP,media,185,2023-01-11
ACC-00841,Montenegro,caldeiragome.com.br,Indústria,RS,pequena,54,2023-02-27
ACC-00842,da Mota Gonçalves Ltda.,leão.net.br,Varejo,SP,media,310,2023-07-22
ACC-00843,Carvalho Jesus - EI,machado.net.br,Varejo,SP,media,162,2023-03-12
ACC-00844,Silva,sampaio.com.br,Varejo,SP,pequena,150,2024-05-24
ACC-00845,Rodrigues,costacostela.org.br,Agronegócio,RS,pequena,113,2023-08-14
ACC-00846,Santos Rezende S.A.,rocha.org.br,Tecnologia,SP,,386,2024-05-14
ACC-00847,Teixeira Ltda.,santos.com.br,Tecnologia,SP,pequena,114,2023-10-04
ACC-00848,Rocha,pacheco.com.br,Varejo,PR,pequena,86,2023-03-28
ACC-00849,Moreira S/A,lima.com.br,Serviços,DF,pequena,86,2023-03-02
ACC-00850,Rios S/A,garcias.a..com.br,Indústria,SP,pequena,64,2023-04-28
ACC-00851,Rodrigues,damatasás.a..com.br,Agronegócio,CE,pequena,63,2023-04-19
ACC-00852,Sales Ltda.,casagrande.net.br,Serviços,SC,pequena,134,2023-07-25
ACC-00853,Machado,sánogueiras/.com.br,Tecnologia,RJ,pequena,59,2024-06-09
ACC-00854,Souza Ramos - EI,pimentaefilh.net.br,Tecnologia,MG,grande,433,2024-02-23
ACC-00855,Sales,dacosta.com.br,Varejo,MG,pequena,112,2023-04-07
ACC-00856,Viana,garcia-me.com.br,Indústria,PE,pequena,83,2023-05-22
ACC-00857,Albuquerque e Filhos,novaes.com.br,Agronegócio,SP,pequena,112,2023-12-28
ACC-00858,Câmara,costa.com.br,Varejo,BA,media,180,2024-04-08
ACC-00859,Vasconcelos Silveira S.A.,sá.org.br,Indústria,RS,grande,459,2024-02-15
ACC-00860,Rodrigues Barbosa S.A.,machado.com.br,Financeiro,MG,grande,458,2023-02-07
ACC-00861,Aparecida,sousamoraess.net.br,Serviços,SP,media,206,2023-11-16
ACC-00862,Cardoso,damota.com.br,Serviços,RJ,media,334,2024-06-20
ACC-00863,Martins,pachecodacun.com.br,Agronegócio,SP,media,236,2023-10-31
ACC-00864,Vasconcelos e Filhos,aparecidacas.net.br,Varejo,SP,media,292,2024-05-20
ACC-00865,Barbosa,mendonça.com.br,Serviços,SP,media,345,2023-11-27
ACC-00866,Cirino Moreira S/A,moura.net.br,Indústria,MG,pequena,114,2023-07-06
ACC-00867,Borges,leãonogueira.com.br,Tecnologia,RJ,pequena,123,2023-04-09
ACC-00868,Ribeiro Farias Ltda.,câmara.com.br,Tecnologia,SP,media,284,2023-04-09
ACC-00869,Sá Pinto - EI,darocha.org.br,Financeiro,SP,pequena,77,2023-12-07
ACC-00870,Camargo e Filhos,novais.com.br,Varejo,RJ,grande,416,2024-02-05
ACC-00871,Ramos Pimenta - EI,machado.com.br,Varejo,SP,grande,470,2024-03-12
ACC-00872,Vieira,aparecidarod.net.br,Serviços,SP,pequena,51,2024-06-26
ACC-00873,Alves,gomesltda..com.br,Indústria,BA,media,344,2023-12-02
ACC-00874,Mendonça,moraes.net.br,Agronegócio,MG,pequena,102,2023-06-06
ACC-00875,Duarte Moraes S/A,darochaefilh.net.br,,RJ,pequena,125,2023-11-15
ACC-00876,Pires S/A,cavalcante-e.com.br,Financeiro,RJ,grande,380,2023-02-16
ACC-00877,Caldeira,riospiress.a.com.br,Financeiro,GO,pequena,67,2023-03-09
ACC-00878,Ramos,nascimentosa.com.br,Varejo,PR,pequena,133,2023-12-30
ACC-00879,Alves Marques e Filhos,souzaefilhos.org.br,Saúde,PR,pequena,112,2023-12-03
ACC-00880,Barbosa S/A,andrade.org.br,Varejo,SC,pequena,119,2023-05-03
ACC-00881,Oliveira S.A.,vieiradacunh.net.br,Financeiro,BA,pequena,81,2023-02-07
ACC-00882,Machado,jesus.com.br,Tecnologia,SP,grande,448,2023-03-25
ACC-00883,Almeida,lopes.com.br,Agronegócio,MG,pequena,99,2024-06-03
ACC-00884,Nascimento S/A,rocha.org.br,Financeiro,PR,media,227,2023-06-17
ACC-00885,Sampaio S/A,sáefilhos.com.br,,CE,grande,412,2024-06-12
ACC-00886,da Rocha e Filhos,montenegro.com.br,Financeiro,MG,pequena,126,2023-05-03
ACC-00887,da Paz - ME,pereira.net.br,Varejo,RS,pequena,74,2024-05-12
ACC-00888,Melo S.A.,gonçalves.net.br,Tecnologia,SP,media,233,2024-03-30
ACC-00889,Porto,carvalhosouz.com.br,Tecnologia,SP,media,215,2023-05-03
ACC-00890,Albuquerque,darosarochae.com.br,Varejo,outros,grande,459,2023-04-11
ACC-00891,Nascimento,camposaparec.com.br,Financeiro,PR,grande,496,2024-03-20
ACC-00892,Cunha,dasnevess.a..net.br,Varejo,PR,pequena,119,2023-02-25
ACC-00893,Castro Cirino S.A.,ramos.net.br,Indústria,MG,pequena,139,2023-08-15
ACC-00894,Cirino e Filhos,correia.com.br,Financeiro,SC,media,252,2023-07-20
ACC-00895,Ramos,sá-ei.com.br,Varejo,RJ,media,252,2024-01-27
ACC-00896,da Cunha S/A,darochaefilh.org.br,Tecnologia,RS,pequena,70,2023-06-15
ACC-00897,Fogaça,silveirapach.com.br,Tecnologia,SP,pequena,97,2024-01-10
ACC-00898,da Paz - EI,riosrezendes.com.br,Tecnologia,MG,pequena,117,2023-12-06
ACC-00899,Machado,correialtda..net.br,Serviços,SP,media,166,2023-04-19
ACC-00900,Sales,pimenta.com.br,Serviços,PE,grande,436,2024-04-23
ACC-00901,Lima,nunesnuneslt.org.br,,SP,grande,366,2023-01-13
ACC-00902,Silva Sousa e Filhos,abreudiass.a.net.br,,SP,media,267,2023-09-14
ACC-00903,Carvalho,damota.com.br,Financeiro,SC,media,266,2023-07-01
ACC-00904,Machado,mendes.com.br,Indústria,SP,pequena,69,2023-09-16
ACC-00905,Mendonça,vasconcelos.com.br,Indústria,SP,pequena,52,2024-01-25
ACC-00906,da Mota S.A.,cavalcantief.com.br,Educação,SP,media,308,2023-08-01
ACC-00907,Siqueira S/A,daluzsiqueir.net.br,Varejo,RJ,,478,2023-11-18
ACC-00908,Pacheco - EI,montenegroef.com.br,Varejo,RJ,,306,2024-06-08
ACC-00909,Andrade Novaes Ltda.,vargas.com.br,Varejo,BA,media,315,2023-09-11
ACC-00910,Fonseca Gonçalves S.A.,rezende.com.br,Varejo,SP,grande,394,2023-10-30
ACC-00911,Montenegro,carvalho.net.br,Indústria,BA,media,327,2024-02-29
ACC-00912,Ribeiro S.A.,gonçalvesltd.com.br,Financeiro,MG,pequena,50,2023-09-18
ACC-00913,Castro,sámoraess.a..com.br,Agronegócio,SP,pequena,61,2024-06-25
ACC-00914,Sousa Siqueira - ME,nunesnunesef.net.br,Serviços,SP,pequena,77,2023-12-14
ACC-00915,Teixeira Mendonça S.A.,aparecida.com.br,Indústria,SP,pequena,87,2024-03-21
ACC-00916,Aparecida Rios S.A.,daluzltda..com.br,Tecnologia,SP,media,284,2023-05-11
ACC-00917,Marques,gomes.org.br,Serviços,SP,media,311,2023-10-26
ACC-00918,Caldeira,aparecidaefi.net.br,Varejo,SP,media,153,2024-06-13
ACC-00919,Pacheco,sousa.com.br,,SP,media,272,2024-03-12
ACC-00920,Pastor,garciarezend.com.br,Educação,PR,pequena,150,2023-07-17
ACC-00921,Câmara,moreiraltda..com.br,Serviços,SP,media,201,2024-03-27
ACC-00922,Mendonça,fogaça.com.br,Tecnologia,RJ,grande,357,2023-12-19
ACC-00923,Montenegro S.A.,pereira.com.br,Agronegócio,MG,media,169,2023-07-25
