opp_id,lead_id,account_id,first_touch_channel,stage,amount_brl,created_date,close_date,is_won,win_probability_hist,stage_prospecting_dt,stage_qualification_dt,stage_proposal_dt,stage_negotiation_dt,stage_closed_dt
OPP-00707,LEAD-003879,ACC-00974,paid_search,Closed Lost,73600.0,2023-09-29,2023-11-15,0,0.209,2023-09-29,2023-10-04,2023-10-28,2023-11-06,2023-11-15
OPP-00708,LEAD-003890,ACC-01925,organic_search,Closed Lost,69800.0,2023-10-07,2023-11-29,0,0.33,2023-10-07,2023-10-24,2023-11-20,2023-11-23,2023-11-29
OPP-00709,LEAD-003895,ACC-01877,direct,Closed Won,41500.0,2023-10-16,2023-12-05,1,0.343,2023-10-16,2023-11-07,2023-11-19,2023-11-25,2023-12-05
OPP-00710,LEAD-003898,ACC-01769,organic_search,Closed Lost,37200.0,2023-10-02,2023-12-11,0,0.29,2023-10-02,2023-10-28,2023-10-28,2023-11-23,2023-12-11
OPP-00711,LEAD-003901,ACC-00143,organic_search,Closed Lost,27800.0,2023-10-02,2023-12-12,0,0.264,2023-10-02,2023-10-12,2023-10-24,2023-11-13,2023-12-12
OPP-00712,LEAD-003913,ACC-00541,webinar_evento,Closed Won,99800.0,2023-10-02,2023-12-25,1,0.374,,,,,
OPP-00713,LEAD-003921,ACC-00431,organic_search,Closed Lost,68000.0,2023-10-14,2023-12-09,0,0.277,2023-10-14,2023-10-22,2023-11-12,2023-11-25,2023-12-09
OPP-00714,LEAD-003925,ACC-01732,meta_ads,Closed Lost,27600.0,2023-10-02,2023-11-03,0,0.158,2023-10-02,2023-10-02,2023-10-10,2023-10-29,2023-11-03
OPP-00715,LEAD-003929,ACC-01097,webinar_evento,Closed Lost,231800.0,2023-10-16,2023-12-29,0,0.411,2023-10-16,2023-11-02,2023-12-06,2023-12-12,2023-12-29
OPP-00716,LEAD-003944,ACC-00629,webinar_evento,Closed Lost,44700.0,2023-10-06,2023-12-30,0,0.337,2023-10-06,2023-10-23,2023-11-11,2023-11-24,2023-12-30
OPP-00717,LEAD-003949,ACC-01320,paid_search,Closed Lost,69700.0,2023-10-13,2023-11-26,0,0.209,2023-10-13,2023-11-03,2023-11-07,2023-11-24,2023-11-26
OPP-00718,LEAD-003966,ACC-01810,paid_search,Closed Won,32700.0,2023-10-12,2023-11-21,1,0.178,2023-10-12,2023-10-20,2023-10-31,2023-11-14,2023-11-21
OPP-00719,LEAD-003971,ACC-01316,linkedin_ads,Closed Won,85300.0,2023-10-04,2023-11-30,1,0.371,2023-10-04,2023-10-05,2023-10-17,2023-10-19,2023-11-30
OPP-00720,LEAD-003974,ACC-01316,paid_search,Closed Lost,66300.0,2023-10-08,2023-11-22,0,0.261,2023-10-08,2023-10-19,2023-11-02,2023-11-03,2023-11-22
OPP-00721,LEAD-003979,ACC-01794,linkedin_ads,Closed Lost,44500.0,2023-10-12,2023-11-26,0,0.252,2023-10-12,2023-10-15,2023-11-02,2023-11-09,2023-11-26
OPP-00722,LEAD-003981,ACC-01362,paid_search,Closed Lost,65500.0,2023-10-20,2023-12-15,0,0.219,2023-10-20,2023-11-11,2023-11-20,2023-11-23,2023-12-15
OPP-00723,LEAD-003990,ACC-00667,paid_search,Closed Lost,26400.0,2023-10-12,2023-12-03,0,0.167,2023-10-12,2023-10-17,2023-11-04,2023-11-14,2023-12-03
OPP-00724,LEAD-003996,ACC-00969,linkedin_ads,Closed Lost,199000.0,2023-10-23,2024-01-13,0,0.401,2023-10-23,2023-11-10,2023-11-10,2023-11-13,2024-01-13
OPP-00725,LEAD-004003,ACC-01886,direct,Closed Lost,37200.0,2023-10-08,2023-11-21,0,0.315,2023-10-08,2023-10-13,2023-10-13,2023-11-13,2023-11-21
OPP-00726,LEAD-004006,ACC-01305,paid_search,Closed Lost,28600.0,2023-10-17,2023-11-29,0,0.199,2023-10-17,2023-10-27,2023-10-27,2023-11-20,2023-11-29
OPP-00727,LEAD-004010,ACC-00820,organic_search,Closed Lost,33300.0,2023-10-20,2023-11-20,0,0.29,2023-10-20,2023-10-30,2023-11-03,2023-11-14,2023-11-20
OPP-00728,LEAD-004012,ACC-01209,paid_search,Closed Lost,62800.0,2023-10-19,2023-11-16,0,0.219,2023-10-19,2023-10-26,2023-10-26,2023-11-01,2023-11-16
OPP-00729,LEAD-004013,ACC-00548,webinar_evento,Closed Won,189100.0,2023-10-09,2023-12-31,1,0.374,2023-10-09,2023-10-30,2023-12-07,2023-12-07,2023-12-31
OPP-00730,LEAD-004019,ACC-00941,linkedin_ads,Closed Lost,64200.0,2023-10-08,2023-12-27,0,0.327,2023-10-08,2023-10-11,2023-10-12,2023-12-02,2023-12-27
OPP-00731,LEAD-004020,ACC-00972,direct,Closed Lost,38700.0,2023-10-10,2023-12-01,0,0.257,2023-10-10,2023-10-11,2023-10-25,2023-11-16,2023-12-01
OPP-00732,LEAD-004036,ACC-00166,email_marketing,Closed Won,144600.0,2023-10-17,2023-11-30,1,0.312,2023-10-17,2023-10-19,2023-10-29,2023-11-05,2023-11-30
OPP-00733,LEAD-004053,ACC-00259,paid_search,Closed Lost,101500.0,2023-10-15,2023-11-27,0,0.209,2023-10-15,2023-10-25,2023-10-31,2023-11-22,2023-11-27
OPP-00734,LEAD-004062,ACC-01246,linkedin_ads,Closed Lost,57700.0,2023-10-14,2023-12-31,0,0.267,2023-10-14,2023-10-26,2023-11-17,2023-11-26,2023-12-31
OPP-00735,LEAD-004069,ACC-00869,paid_search,Closed Lost,26100.0,2023-10-23,2023-11-19,0,0.188,2023-10-23,2023-10-25,2023-11-04,2023-11-06,2023-11-19
OPP-00736,LEAD-004076,ACC-00245,paid_search,Closed Lost,66900.0,2023-10-11,2023-11-15,0,0.24,2023-10-11,2023-10-25,2023-11-06,2023-11-06,2023-11-15
OPP-00737,LEAD-004080,ACC-01357,linkedin_ads,Closed Won,40000.0,2023-10-09,2023-12-29,1,0.267,2023-10-09,2023-10-20,2023-11-17,2023-11-29,2023-12-29
OPP-00738,LEAD-004083,ACC-00452,email_marketing,Closed Won,145700.0,2023-10-15,2023-12-03,1,0.277,2023-10-15,2023-10-26,2023-10-26,2023-10-31,2023-12-03
OPP-00739,LEAD-004091,ACC-01985,webinar_evento,Closed Lost,102600.0,2023-10-24,2023-12-21,0,0.43,2023-10-24,2023-10-30,2023-11-08,2023-11-16,2023-12-21
OPP-00740,LEAD-004092,ACC-01177,direct,Closed Lost,37700.0,2023-10-24,2023-12-11,0,0.257,2023-10-24,2023-11-09,2023-11-09,2023-11-21,2023-12-11
OPP-00741,LEAD-004103,ACC-00950,organic_search,Closed Won,134700.0,2023-10-26,2023-12-25,1,0.37,2023-10-26,2023-11-24,2023-12-18,2023-12-22,2023-12-25
OPP-00742,LEAD-004106,ACC-00798,organic_search,Closed Won,35100.0,2023-10-25,2024-01-04,1,0.317,2023-10-25,2023-10-25,2023-11-01,2023-11-22,2024-01-04
OPP-00743,LEAD-004107,ACC-01080,linkedin_ads,Closed Lost,170000.0,2023-10-19,2023-12-25,0,0.327,2023-10-19,2023-11-16,2023-12-12,2023-12-21,2023-12-25
OPP-00744,LEAD-004113,ACC-01860,paid_search,Closed Lost,53100.0,2023-10-25,2023-11-22,0,0.199,2023-10-25,2023-11-07,2023-11-10,2023-11-18,2023-11-22
OPP-00745,LEAD-004120,ACC-01095,paid_search,Closed Lost,64500.0,2023-10-14,2023-11-26,0,0.219,2023-10-14,2023-11-09,2023-11-21,2023-11-22,2023-11-26
OPP-00746,LEAD-004124,ACC-00205,webinar_evento,Closed Won,92700.0,2023-10-15,2024-02-07,1,0.43,2023-10-15,2023-12-02,2023-12-04,2024-01-28,2024-02-07
OPP-00747,LEAD-004132,ACC-01960,linkedin_ads,Closed Won,234500.0,2023-10-25,2024-01-20,1,0.416,2023-10-25,2023-11-19,2024-01-08,2024-01-14,2024-01-20
OPP-00748,LEAD-004133,ACC-01662,direct,Closed Lost,171900.0,2023-10-30,2023-12-08,0,0.315,2023-10-30,2023-11-01,2023-11-20,2023-11-25,2023-12-08
OPP-00749,LEAD-004144,ACC-00842,paid_search,Closed Lost,68400.0,2023-10-16,2023-11-19,0,0.209,2023-10-16,2023-10-31,2023-11-10,2023-11-11,2023-11-19
OPP-00750,LEAD-004149,ACC-00928,webinar_evento,Closed Lost,44100.0,2023-10-31,2024-01-20,0,0.411,2023-10-31,2023-11-07,2023-11-23,2023-12-21,2024-01-20
OPP-00751,LEAD-004150,ACC-00535,direct,Closed Lost,87800.0,2023-10-21,2023-11-16,0,0.286,2023-10-21,2023-10-24,2023-11-01,2023-11-02,2023-11-16
OPP-00752,LEAD-004153,ACC-01353,paid_search,Closed Lost,78800.0,2023-10-14,2023-11-14,0,0.24,2023-10-14,2023-10-25,2023-10-25,2023-11-06,2023-11-14
OPP-00753,LEAD-004173,ACC-01165,paid_search,Closed Lost,72900.0,2023-10-30,2023-12-08,0,0.209,2023-10-30,2023-11-03,2023-11-05,2023-11-22,2023-12-08
OPP-00754,LEAD-004182,ACC-00767,organic_search,Closed Won,118700.0,2023-10-22,2023-12-09,1,0.356,2023-10-22,2023-11-02,2023-11-19,2023-11-20,2023-12-09
OPP-00755,LEAD-004189,ACC-01109,linkedin_ads,Closed Lost,191900.0,2023-10-17,2024-01-04,0,0.252,2023-10-17,2023-10-18,2023-12-27,2024-01-01,2024-01-04
OPP-00756,LEAD-004193,ACC-01180,direct,Closed Lost,85100.0,2023-11-02,2023-12-13,0,0.286,2023-11-02,2023-11-13,2023-11-24,2023-12-04,2023-12-13
OPP-00757,LEAD-004197,ACC-00128,direct,Closed Lost,31300.0,2023-10-28,2023-11-17,0,0.243,2023-10-28,2023-10-29,2023-10-30,2023-11-12,2023-11-17
OPP-00758,LEAD-004206,ACC-00566,webinar_evento,Closed Won,84500.0,2023-10-19,2023-12-26,1,0.43,2023-10-19,2023-10-25,2023-11-05,2023-12-17,2023-12-26
OPP-00759,LEAD-004211,ACC-00093,paid_search,Closed Lost,68300.0,2023-11-03,2023-12-11,0,0.209,2023-11-03,2023-11-27,2023-11-28,2023-12-09,2023-12-11
OPP-00760,LEAD-004214,ACC-00898,direct,Closed Lost,44400.0,2023-11-03,2023-12-15,0,0.343,2023-11-03,2023-11-11,2023-11-26,2023-12-13,2023-12-15
OPP-00761,LEAD-004224,ACC-01605,linkedin_ads,Closed Lost,115500.0,2023-10-27,2024-01-18,0,0.297,2023-10-27,2023-11-11,2023-11-18,2023-11-19,2024-01-18
OPP-00762,LEAD-004231,ACC-01198,paid_search,Closed Lost,78500.0,2023-10-27,2023-12-11,0,0.24,2023-10-27,2023-10-31,2023-11-11,2023-11-27,2023-12-11
OPP-00763,LEAD-004236,ACC-00022,paid_search,Closed Won,67200.0,2023-10-24,2023-12-12,1,0.209,2023-10-24,2023-11-04,2023-11-20,2023-12-05,2023-12-12
OPP-00764,LEAD-004254,ACC-00021,paid_search,Closed Lost,119800.0,2023-10-23,2023-12-04,0,0.178,2023-10-23,2023-10-28,2023-11-01,2023-11-30,2023-12-04
OPP-00765,LEAD-004255,ACC-00830,linkedin_ads,Closed Lost,99000.0,2023-10-26,2024-01-24,0,0.282,2023-10-26,2023-10-26,2023-11-02,2023-12-02,2024-01-24
OPP-00766,LEAD-004260,ACC-00729,paid_search,Closed Lost,31400.0,2023-11-03,2023-12-12,0,0.251,2023-11-03,2023-11-10,2023-11-25,2023-12-06,2023-12-12
OPP-00767,LEAD-004266,ACC-00355,organic_search,Closed Lost,94400.0,2023-10-30,2023-12-23,0,0.33,2023-10-30,2023-11-18,2023-11-20,2023-11-20,2023-12-23
OPP-00768,LEAD-004267,ACC-01934,email_marketing,Closed Lost,33100.0,2023-10-22,2023-12-18,0,0.254,2023-10-22,2023-10-28,2023-11-21,2023-12-14,2023-12-18
OPP-00769,LEAD-004273,ACC-01871,linkedin_ads,Closed Lost,84200.0,2023-11-02,2024-01-17,0,0.297,2023-11-02,2023-12-17,2023-12-21,2024-01-14,2024-01-17
OPP-00770,LEAD-004274,ACC-00688,webinar_evento,Closed Won,100100.0,2023-11-04,2023-12-31,1,0.374,2023-11-04,2023-11-10,2023-11-27,2023-12-21,2023-12-31
OPP-00771,LEAD-004280,ACC-00673,linkedin_ads,Closed Lost,48600.0,2023-11-04,2024-01-23,0,0.327,2023-11-04,2023-11-23,2023-12-08,2023-12-13,2024-01-23
OPP-00772,LEAD-004283,ACC-00936,paid_search,Closed Lost,101700.0,2023-11-01,2023-12-24,0,0.178,2023-11-01,2023-11-13,2023-11-22,2023-12-14,2023-12-24
OPP-00773,LEAD-004284,ACC-01109,paid_search,Closed Lost,124200.0,2023-10-25,2023-11-18,0,0.178,2023-10-25,2023-11-04,2023-11-07,2023-11-11,2023-11-18
OPP-00774,LEAD-004288,ACC-01941,organic_search,Closed Lost,28800.0,2023-10-31,2023-12-11,0,0.224,2023-10-31,2023-11-10,2023-11-13,2023-11-18,2023-12-11
OPP-00775,LEAD-004289,ACC-01797,webinar_evento,Closed Won,58200.0,2023-10-24,2024-01-10,1,0.411,2023-10-24,2023-10-25,2023-10-30,2023-12-26,2024-01-10
OPP-00776,LEAD-004295,ACC-01541,organic_search,Closed Lost,73300.0,2023-10-28,2024-01-14,0,0.33,2023-10-28,2023-11-18,2023-11-26,2023-12-30,2024-01-14
OPP-00777,LEAD-004296,ACC-01221,organic_search,Closed Lost,76400.0,2023-11-09,2024-01-06,0,0.304,2023-11-09,2023-11-10,2023-11-12,2023-11-19,2024-01-06
OPP-00778,LEAD-004301,ACC-00326,webinar_evento,Closed Lost,51500.0,2023-11-10,2024-01-27,0,0.318,2023-11-10,2023-11-20,2024-01-20,2024-01-25,2024-01-27
OPP-00779,LEAD-004304,ACC-01354,paid_search,Closed Won,74600.0,2023-11-02,2023-11-27,1,0.219,2023-11-02,2023-11-19,2023-11-21,2023-11-22,2023-11-27
OPP-00780,LEAD-004305,ACC-01663,webinar_evento,Closed Lost,94200.0,2023-10-28,2023-12-01,0,0.374,2023-10-28,2023-11-01,2023-11-24,2023-11-25,2023-12-01
OPP-00781,LEAD-004309,ACC-00416,paid_search,Closed Lost,123900.0,2023-10-30,2023-12-04,0,0.23,2023-10-30,2023-11-03,2023-11-06,2023-11-30,2023-12-04
OPP-00782,LEAD-004314,ACC-01984,paid_search,Closed Lost,50000.0,2023-11-04,2023-12-16,0,0.261,2023-11-04,2023-11-06,2023-11-10,2023-11-25,2023-12-16
OPP-00783,LEAD-004319,ACC-00539,webinar_evento,Closed Won,52200.0,2023-11-05,2024-01-11,1,0.337,2023-11-05,2023-11-15,2023-12-03,2023-12-15,2024-01-11
OPP-00784,LEAD-004325,ACC-00432,paid_search,Closed Lost,69700.0,2023-10-27,2023-11-19,0,0.209,2023-10-27,2023-11-06,2023-11-10,2023-11-11,2023-11-19
OPP-00785,LEAD-004329,ACC-01035,direct,Closed Lost,40300.0,2023-11-03,2023-12-11,0,0.343,2023-11-03,2023-11-04,2023-11-15,2023-12-05,2023-12-11
OPP-00786,LEAD-004331,ACC-00894,organic_search,Closed Lost,77100.0,2023-11-12,2024-01-02,0,0.33,2023-11-12,2023-11-16,2023-12-24,2023-12-31,2024-01-02
OPP-00787,LEAD-004334,ACC-01636,organic_search,Closed Lost,88300.0,2023-11-03,2023-12-12,0,0.29,2023-11-03,2023-11-04,2023-11-25,2023-11-27,2023-12-12
OPP-00788,LEAD-004350,ACC-00421,direct,Closed Lost,37900.0,2023-11-04,2023-11-21,0,0.315,2023-11-04,2023-11-13,2023-11-14,2023-11-15,2023-11-21
OPP-00789,LEAD-004356,ACC-00688,organic_search,Closed Lost,80900.0,2023-11-11,2024-01-21,0,0.264,2023-11-11,2023-11-11,2023-12-03,2024-01-07,2024-01-21
OPP-00790,LEAD-004367,ACC-00860,linkedin_ads,Closed Lost,200800.0,2023-11-06,2023-12-28,0,0.416,2023-11-06,2023-12-02,2023-12-16,2023-12-18,2023-12-28
OPP-00791,LEAD-004373,ACC-00822,organic_search,Closed Lost,78400.0,2023-11-06,2023-12-29,0,0.277,2023-11-06,2023-11-19,2023-12-01,2023-12-19,2023-12-29
OPP-00792,LEAD-004374,ACC-00495,organic_search,Closed Lost,74900.0,2023-11-07,2023-12-27,0,0.33,2023-11-07,2023-12-02,2023-12-05,2023-12-25,2023-12-27
OPP-00793,LEAD-004376,ACC-01099,organic_search,Closed Lost,63700.0,2023-11-12,2024-01-16,0,0.304,2023-11-12,2023-12-10,2023-12-27,2024-01-05,2024-01-16
OPP-00794,LEAD-004393,ACC-00925,linkedin_ads,Closed Lost,166500.0,2023-11-01,2023-12-23,0,0.356,2023-11-01,2023-11-08,2023-12-05,2023-12-16,2023-12-23
OPP-00795,LEAD-004394,ACC-00713,paid_search,Closed Lost,24000.0,2023-11-15,2023-12-26,0,0.23,2023-11-15,2023-11-26,2023-12-14,2023-12-24,2023-12-26
OPP-00796,LEAD-004397,ACC-00603,paid_search,Closed Lost,29000.0,2023-11-07,2023-12-22,0,0.251,2023-11-07,2023-11-18,2023-11-26,2023-12-01,2023-12-22
OPP-00797,LEAD-004398,ACC-01189,organic_search,Closed Lost,31000.0,2023-11-04,2024-01-14,0,0.29,2023-11-04,2023-11-17,2023-11-24,2024-01-01,2024-01-14
OPP-00798,LEAD-004403,ACC-01825,webinar_evento,Closed Lost,101900.0,2023-11-05,2024-01-16,0,0.43,2023-11-05,2023-11-12,2023-11-24,2023-12-02,2024-01-16
OPP-00799,LEAD-004406,ACC-00699,paid_search,Closed Lost,31900.0,2023-11-03,2023-12-13,0,0.199,2023-11-03,2023-11-07,2023-12-10,2023-12-11,2023-12-13
OPP-00800,LEAD-004411,ACC-01802,paid_search,Closed Won,71900.0,2023-11-11,2023-12-23,1,0.209,2023-11-11,2023-11-23,2023-11-27,2023-12-19,2023-12-23
OPP-00801,LEAD-004412,ACC-00293,webinar_evento,Closed Lost,45800.0,2023-11-02,2024-01-25,0,0.411,2023-11-02,2023-11-24,2023-12-13,2023-12-19,2024-01-25
OPP-00802,LEAD-004415,ACC-01220,webinar_evento,Closed Lost,69600.0,2023-11-05,2023-12-10,0,0.355,2023-11-05,2023-11-08,2023-11-18,2023-11-26,2023-12-10
OPP-00803,LEAD-004416,ACC-01938,direct,Closed Lost,94700.0,2023-11-08,2023-12-19,0,0.272,2023-11-08,2023-11-09,2023-12-05,2023-12-07,2023-12-19
OPP-00804,LEAD-004418,ACC-00008,paid_search,Closed Lost,24000.0,2023-11-15,2023-12-30,0,0.251,2023-11-15,2023-12-25,2023-12-28,2023-12-28,2023-12-30
OPP-00805,LEAD-004419,ACC-00207,email_marketing,Closed Lost,35600.0,2023-11-16,2023-12-19,0,0.277,2023-11-16,2023-12-12,2023-12-12,2023-12-14,2023-12-19
OPP-00806,LEAD-004424,ACC-00816,direct,Closed Lost,39800.0,2023-11-06,2023-12-07,0,0.343,2023-11-06,2023-11-13,2023-11-23,2023-11-23,2023-12-07
OPP-00807,LEAD-004425,ACC-01683,direct,Closed Lost,43300.0,2023-11-09,2023-12-18,0,0.286,2023-11-09,2023-11-15,2023-12-01,2023-12-01,2023-12-18
OPP-00808,LEAD-004427,ACC-01538,paid_search,Closed Lost,20800.0,2023-11-12,2023-12-28,0,0.251,2023-11-12,2023-11-22,2023-11-27,2023-12-26,2023-12-28
OPP-00809,LEAD-004430,ACC-01509,linkedin_ads,Closed Lost,83200.0,2023-11-07,2024-01-14,0,0.312,2023-11-07,2023-11-14,2023-12-22,2023-12-30,2024-01-14
OPP-00810,LEAD-004433,ACC-00129,direct,Closed Lost,83100.0,2023-11-05,2023-12-21,0,0.329,2023-11-05,2023-11-08,2023-12-06,2023-12-13,2023-12-21
OPP-00811,LEAD-004437,ACC-01935,meta_ads,Closed Lost,61100.0,2023-11-18,2023-12-22,0,0.125,2023-11-18,2023-11-22,2023-11-25,2023-12-19,2023-12-22
OPP-00812,LEAD-004443,ACC-00916,linkedin_ads,Closed Lost,121900.0,2023-11-14,2024-01-30,0,0.342,2023-11-14,2023-11-16,2023-11-17,2024-01-28,2024-01-30
OPP-00813,LEAD-004444,ACC-01746,paid_search,Closed Lost,67800.0,2023-11-03,2023-12-15,0,0.209,2023-11-03,2023-11-04,2023-11-06,2023-11-18,2023-12-15
OPP-00814,LEAD-004448,ACC-01399,organic_search,Closed Lost,91400.0,2023-11-12,2024-01-16,0,0.29,2023-11-12,2023-11-30,2023-12-30,2024-01-07,2024-01-16
OPP-00815,LEAD-004451,ACC-01064,organic_search,Closed Won,87100.0,2023-11-11,2024-01-10,1,0.33,2023-11-11,2023-11-12,2023-11-24,2023-12-17,2024-01-10
OPP-00816,LEAD-004453,ACC-01548,organic_search,Closed Lost,27700.0,2023-11-03,2023-12-22,0,0.29,2023-11-03,2023-11-07,2023-12-02,2023-12-19,2023-12-22
OPP-00817,LEAD-004464,ACC-00969,webinar_evento,Closed Won,228400.0,2023-11-18,2024-02-02,1,0.505,2023-11-18,2023-12-03,2024-01-22,2024-01-28,2024-02-02
OPP-00818,LEAD-004479,ACC-00288,webinar_evento,Closed Won,42600.0,2023-11-19,2024-02-16,1,0.299,2023-11-19,2023-12-10,2024-01-26,2024-02-08,2024-02-16
OPP-00819,LEAD-004480,ACC-00061,direct,Closed Won,38100.0,2023-11-06,2023-12-16,1,0.243,2023-11-06,2023-11-13,2023-11-27,2023-12-04,2023-12-16
OPP-00820,LEAD-004482,ACC-00846,paid_search,Closed Lost,106400.0,2023-11-11,2024-01-03,0,0.23,2023-11-11,2023-12-06,2023-12-07,2023-12-13,2024-01-03
OPP-00821,LEAD-004491,ACC-01555,meta_ads,Closed Lost,110100.0,2023-11-09,2023-12-27,0,0.185,2023-11-09,2023-11-14,2023-11-15,2023-12-09,2023-12-27
OPP-00822,LEAD-004494,ACC-00777,webinar_evento,Closed Lost,238000.0,2023-11-07,2024-01-03,0,0.411,2023-11-07,2023-11-07,2023-11-07,2023-12-10,2024-01-03
OPP-00823,LEAD-004495,ACC-00040,paid_search,Closed Lost,81300.0,2023-11-20,2024-01-04,0,0.24,2023-11-20,2023-11-24,2023-12-18,2023-12-22,2024-01-04
OPP-00824,LEAD-004505,ACC-01015,paid_search,Closed Won,26100.0,2023-11-10,2023-12-26,1,0.188,2023-11-10,2023-12-12,2023-12-17,2023-12-20,2023-12-26
OPP-00825,LEAD-004507,ACC-00449,webinar_evento,Closed Lost,112900.0,2023-11-19,2024-01-23,0,0.374,2023-11-19,2023-12-17,2023-12-30,2024-01-05,2024-01-23
OPP-00826,LEAD-004511,ACC-00220,meta_ads,Closed Won,22000.0,2023-11-18,2023-12-10,1,0.158,2023-11-18,2023-11-22,2023-11-24,2023-12-07,2023-12-10
OPP-00827,LEAD-004522,ACC-00863,organic_search,Closed Lost,59500.0,2023-11-15,2024-01-04,0,0.251,2023-11-15,2023-11-19,2023-12-15,2023-12-29,2024-01-04
OPP-00828,LEAD-004525,ACC-01110,organic_search,Closed Won,94800.0,2023-11-18,2024-01-25,1,0.277,2023-11-18,2023-12-15,2023-12-16,2023-12-28,2024-01-25
OPP-00829,LEAD-004527,ACC-01763,webinar_evento,Closed Lost,92500.0,2023-11-19,2024-02-08,0,0.374,2023-11-19,2023-11-29,2023-12-31,2024-01-10,2024-02-08
OPP-00830,LEAD-004530,ACC-01759,email_marketing,Closed Lost,33500.0,2023-11-23,2024-01-12,0,0.254,2023-11-23,2024-01-03,2024-01-08,2024-01-09,2024-01-12
OPP-00831,LEAD-004532,ACC-00328,organic_search,Closed Won,35400.0,2023-11-11,2024-01-16,1,0.317,2023-11-11,2023-12-15,2023-12-24,2023-12-26,2024-01-16
OPP-00832,LEAD-004541,ACC-00116,paid_search,Closed Won,87900.0,2023-11-22,2024-01-04,1,0.261,2023-11-22,2023-12-05,2023-12-16,2023-12-28,2024-01-04
OPP-00833,LEAD-004542,ACC-01087,organic_search,Closed Lost,32600.0,2023-11-25,2024-01-16,0,0.264,2023-11-25,2023-12-24,2023-12-27,2024-01-01,2024-01-16
OPP-00834,LEAD-004548,ACC-00230,organic_search,Closed Won,28600.0,2023-11-18,2024-01-27,1,0.264,2023-11-18,2023-12-11,2024-01-04,2024-01-12,2024-01-27
OPP-00835,LEAD-004557,ACC-00634,organic_search,Closed Lost,80600.0,2023-11-18,2024-01-15,0,0.304,2023-11-18,2023-12-20,2023-12-31,2024-01-12,2024-01-15
OPP-00836,LEAD-004561,ACC-01254,webinar_evento,Closed Lost,44000.0,2023-11-25,2024-02-11,0,0.318,2023-11-25,2023-12-06,2024-01-18,2024-01-29,2024-02-11
OPP-00837,LEAD-004569,ACC-01736,organic_search,Closed Won,34000.0,2023-11-27,2024-01-05,1,0.264,2023-11-27,2023-11-29,2023-12-11,2023-12-19,2024-01-05
OPP-00838,LEAD-004571,ACC-00527,organic_search,Closed Lost,143900.0,2023-11-20,2023-12-22,0,0.304,2023-11-20,2023-11-23,2023-12-02,2023-12-10,2023-12-22
OPP-00839,LEAD-004575,ACC-01987,webinar_evento,Closed Lost,116600.0,2023-11-21,2024-01-25,0,0.374,2023-11-21,2023-11-30,2023-12-01,2024-01-11,2024-01-25
OPP-00840,LEAD-004578,ACC-00226,paid_search,Closed Won,63800.0,2023-11-22,2024-01-16,1,0.24,,,,,
OPP-00841,LEAD-004592,ACC-00887,organic_search,Closed Lost,32600.0,2023-11-15,2023-12-23,0,0.29,2023-11-15,2023-11-22,2023-12-02,2023-12-20,2023-12-23
OPP-00842,LEAD-004593,ACC-00860,direct,Closed Lost,166100.0,2023-11-18,2024-01-05,0,0.4,2023-11-18,2023-11-20,2023-11-20,2023-11-20,2024-01-05
OPP-00843,LEAD-004594,ACC-01137,linkedin_ads,Closed Lost,77100.0,2023-11-12,2024-01-13,0,0.297,2023-11-12,2023-12-06,2023-12-17,2023-12-21,2024-01-13
OPP-00844,LEAD-004596,ACC-00550,webinar_evento,Closed Won,127000.0,2023-11-25,2024-03-03,1,0.43,2023-11-25,2023-12-12,2024-01-06,2024-02-25,2024-03-03
OPP-00845,LEAD-004598,ACC-01506,webinar_evento,Closed Won,124300.0,2023-11-18,2024-02-02,1,0.43,2023-11-18,2023-12-15,2024-01-20,2024-01-27,2024-02-02
OPP-00846,LEAD-004599,ACC-00849,paid_search,Closed Won,25200.0,2023-11-20,2024-01-13,1,0.209,2023-11-20,2023-12-12,2023-12-16,2023-12-22,2024-01-13
OPP-00847,LEAD-004604,ACC-00347,webinar_evento,Closed Lost,124500.0,2023-11-22,2024-01-15,0,0.43,2023-11-22,2023-11-28,2023-12-11,2024-01-10,2024-01-15
OPP-00848,LEAD-004609,ACC-01990,organic_search,Closed Won,93300.0,2023-11-29,2024-01-22,1,0.277,2023-11-29,2023-11-30,2024-01-06,2024-01-12,2024-01-22
OPP-00849,LEAD-004612,ACC-00531,paid_search,Closed Won,62000.0,2023-11-27,2024-01-04,1,0.24,,,,,
OPP-00850,LEAD-004635,ACC-01993,direct,Closed Lost,66700.0,2023-11-25,2023-12-25,0,0.329,,,,,
OPP-00851,LEAD-004638,ACC-00543,linkedin_ads,Closed Won,106300.0,2023-11-28,2024-01-07,1,0.342,2023-11-28,2023-12-02,2023-12-06,2024-01-03,2024-01-07
OPP-00852,LEAD-004642,ACC-00125,organic_search,Closed Lost,29900.0,2023-11-26,2024-01-24,0,0.238,2023-11-26,2024-01-02,2024-01-02,2024-01-08,2024-01-24
OPP-00853,LEAD-004643,ACC-01282,paid_search,Closed Won,66800.0,2023-11-20,2024-01-18,1,0.219,2023-11-20,2023-11-24,2023-11-30,2024-01-03,2024-01-18
OPP-00854,LEAD-004644,ACC-00356,direct,Closed Lost,183300.0,2023-12-01,2024-01-03,0,0.343,2023-12-01,2023-12-08,2023-12-09,2023-12-11,2024-01-03
