session_id,user_pseudo_id,session_date,session_datetime,channel,utm_source,utm_medium,campaign,landing_page,device_category,engagement_time_sec,events_per_session,is_bounce,lead_id
SES-00089073,user_0048675,2023-12-11,2023-12-11T11:11:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,161,6,1,
SES-00100604,user_0011258,2023-12-11,2023-12-11T11:13:00,organic_search,google,organic,,/lp/demo-gratis,desktop,5,6,0,
SES-00111381,user_0086237,2023-12-11,2023-12-11T11:13:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,105,7,0,
SES-00089329,user_0093292,2023-12-11,2023-12-11T11:15:00,webinar_evento,webinar,evento,bf-23,/lp/demo-gratis,tablet,328,3,1,
SES-00026562,user_0021169,2023-12-11,2023-12-11T11:15:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,143,1,1,
SES-00039633,user_0081545,2023-12-11,2023-12-11T11:15:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,5,3,1,
SES-00117990,user_0062557,2023-12-11,2023-12-11T11:17:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,5,1,1,
SES-00094697,user_0030294,2023-12-11,2023-12-11T11:20:00,organic_search,google,organic,,/lp/demo-gratis,desktop,131,5,1,
SES-00027799,user_0010255,2023-12-11,2023-12-11T11:30:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,148,5,1,
SES-00095701,user_0034230,2023-12-11,2023-12-11T11:34:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q4,/lp/trial-30-dias,desktop,293,7,0,
SES-00117031,user_0005425,2023-12-11,2023-12-11T11:38:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,183,9,0,
SES-00041859,user_0025919,2023-12-11,2023-12-11T11:39:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,85,3,1,
SES-00119079,user_0054420,2023-12-11,2023-12-11T11:40:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,154,7,0,
SES-00097928,user_0009288,2023-12-11,2023-12-11T11:41:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,172,4,1,
SES-00148107,user_0059360,2023-12-11,2023-12-11T11:43:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,193,6,0,
SES-00014093,user_0009514,2023-12-11,2023-12-11T11:45:00,webinar_evento,webinar,evento,evento_crm_gestores_q4,/lp/demo-gratis,desktop,248,7,1,
SES-00082126,user_0038216,2023-12-11,2023-12-11T11:46:00,organic_search,google,organic,,/lp/demo-gratis,desktop,212,2,0,
SES-00050215,user_0028430,2023-12-11,2023-12-11T11:46:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,174,1,1,
SES-00005792,user_0062784,2023-12-11,2023-12-11T11:48:00,organic_search,google,organic,,/lp/demo-gratis,desktop,5,1,1,
SES-00079617,user_0086828,2023-12-11,2023-12-11T11:49:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,292,7,1,
SES-00130240,user_0054323,2023-12-11,2023-12-11T11:51:00,organic_search,google,organic,,/lp/demo-gratis,mobile,272,9,1,
SES-00138831,user_0059503,2023-12-11,2023-12-11T11:52:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,396,13,1,
SES-00063571,user_0057265,2023-12-11,2023-12-11T11:53:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,99,7,1,
SES-00023687,user_0064327,2023-12-11,2023-12-11T11:54:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,desktop,113,5,1,
SES-00008247,user_0039194,2023-12-11,2023-12-11T11:55:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,140,2,1,
SES-00029353,user_0095863,2023-12-11,2023-12-11T11:57:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,226,5,1,
SES-00087842,user_0008514,2023-12-11,2023-12-11T12:02:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,122,5,1,
SES-00071242,user_0044482,2023-12-11,2023-12-11T12:05:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,182,4,0,
SES-00072071,user_0060599,2023-12-11,2023-12-11T12:07:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,218,10,0,
SES-00048253,user_0044679,2023-12-11,2023-12-11T12:13:00,organic_search,google,organic,,/lp/demo-gratis,desktop,216,7,0,
SES-00138730,user_0076386,2023-12-11,2023-12-11T12:13:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,136,6,1,
SES-00000747,user_0084039,2023-12-11,2023-12-11T12:14:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,183,8,0,
SES-00114261,user_0023572,2023-12-11,2023-12-11T12:17:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,mobile,498,8,0,
SES-00099832,user_0047076,2023-12-11,2023-12-11T12:18:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,tablet,5,1,1,
SES-00096658,user_0081959,2023-12-11,2023-12-11T12:21:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,170,7,1,
SES-00040281,user_0004841,2023-12-11,2023-12-11T12:22:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,276,3,1,
SES-00035540,user_0095650,2023-12-11,2023-12-11T12:27:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,desktop,5,1,0,
SES-00084924,user_0003870,2023-12-11,2023-12-11T12:30:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,desktop,509,12,0,
SES-00071185,user_0039805,2023-12-11,2023-12-11T12:37:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,267,13,0,
SES-00051416,user_0055448,2023-12-11,2023-12-11T12:37:00,organic_search,google,organic,,/lp/demo-gratis,desktop,275,9,1,LEAD-005151
SES-00034885,user_0069596,2023-12-11,2023-12-11T12:42:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,mobile,180,10,0,
SES-00115667,user_0094601,2023-12-11,2023-12-11T12:43:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,335,4,1,
SES-00080572,user_0035271,2023-12-11,2023-12-11T12:47:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,204,7,0,
SES-00051859,user_0017818,2023-12-11,2023-12-11T12:52:00,organic_search,google,organic,,/lp/demo-gratis,desktop,174,6,0,
SES-00144058,user_0064577,2023-12-11,2023-12-11T12:54:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,208,9,1,
SES-00055245,user_0051155,2023-12-11,2023-12-11T12:54:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,189,4,1,
SES-00104287,user_0081971,2023-12-11,2023-12-11T12:55:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,277,5,0,
SES-00051620,user_0026543,2023-12-11,2023-12-11T12:56:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,35,1,0,
SES-00016271,user_0083326,2023-12-11,2023-12-11T12:58:00,organic_search,google,organic,,/lp/demo-gratis,mobile,359,13,0,
SES-00006230,user_0012595,2023-12-11,2023-12-11T13:04:00,organic_search,google,organic,,/lp/demo-gratis,mobile,78,4,0,
SES-00145024,user_0007508,2023-12-11,2023-12-11T13:07:00,email_marketing,email,email,newsletter_mensal_12_2023,/webinar/integracao-erp-ao-vivo,desktop,128,1,1,
SES-00118798,user_0031884,2023-12-11,2023-12-11T13:08:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,319,9,1,LEAD-005152
SES-00081769,user_0048390,2023-12-11,2023-12-11T13:09:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,253,9,0,
SES-00069566,user_0027543,2023-12-11,2023-12-11T13:09:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,desktop,300,5,1,
SES-00126321,user_0017763,2023-12-11,2023-12-11T13:11:00,direct,(direct),(none),,/lp/comparativo-erp,mobile,231,8,1,
SES-00144944,user_0026924,2023-12-11,2023-12-11T13:14:00,email_marketing,email,email,campanha_email_12-2023,/webinar/integracao-erp-ao-vivo,desktop,5,1,1,
SES-00066410,user_0081583,2023-12-11,2023-12-11T13:15:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,128,1,0,
SES-00002098,user_0089161,2023-12-11,2023-12-11T13:17:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,227,8,1,
SES-00138320,user_0011994,2023-12-11,2023-12-11T13:19:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,289,8,0,
SES-00144391,user_0048416,2023-12-11,2023-12-11T13:21:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,5,4,0,
SES-00020224,user_0063954,2023-12-11,2023-12-11T13:22:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,120,6,1,
SES-00044466,user_0082623,2023-12-11,2023-12-11T13:25:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,desktop,255,7,0,
SES-00117267,user_0031290,2023-12-11,2023-12-11T13:25:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,32,6,0,
SES-00133840,user_0050800,2023-12-11,2023-12-11T13:26:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,235,5,1,
SES-00043605,user_0054892,2023-12-11,2023-12-11T13:30:00,email_marketing,email,email,campanha_email_12-2023,/webinar/integracao-erp-ao-vivo,mobile,158,2,1,
SES-00064915,user_0050876,2023-12-11,2023-12-11T13:32:00,organic_search,google,organic,,/lp/demo-gratis,mobile,320,10,0,
SES-00026893,user_0072149,2023-12-11,2023-12-11T13:38:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,5,1,1,
SES-00099930,user_0062904,2023-12-11,2023-12-11T13:42:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,199,11,0,
SES-00045317,user_0072245,2023-12-11,2023-12-11T13:43:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,230,8,1,
SES-00088807,user_0063889,2023-12-11,2023-12-11T13:45:00,webinar_evento,webinar,evento,webinar_integracao_erp_2023,/lp/demo-gratis,mobile,343,12,1,
SES-00118784,user_0046603,2023-12-11,2023-12-11T13:48:00,organic_search,google,organic,,/lp/demo-gratis,desktop,197,15,0,
SES-00144937,user_0007776,2023-12-11,2023-12-11T13:50:00,organic_search,google,organic,,/lp/demo-gratis,desktop,85,6,1,
SES-00090586,user_0051495,2023-12-11,2023-12-11T13:54:00,webinar_evento,webinar,evento,black_friday_2023,/lp/demo-gratis,desktop,47,1,1,
SES-00046638,user_0012219,2023-12-11,2023-12-11T13:56:00,organic_search,google,organic,,/lp/demo-gratis,desktop,89,1,1,
SES-00056933,user_0014314,2023-12-11,2023-12-11T13:57:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,83,6,1,
SES-00104323,user_0030695,2023-12-11,2023-12-11T13:59:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,132,1,0,
SES-00061774,user_0014035,2023-12-11,2023-12-11T13:59:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,162,7,0,
SES-00078603,user_0037769,2023-12-11,2023-12-11T14:04:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,68,6,0,
SES-00148711,user_0075727,2023-12-11,2023-12-11T14:04:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,desktop,202,7,1,
SES-00060414,user_0045922,2023-12-11,2023-12-11T14:05:00,paid_search,google,cpc,crm-b2b-keywords-2023,/lp/roi-calculator,tablet,61,2,0,
SES-00090422,user_0090796,2023-12-11,2023-12-11T14:05:00,organic_search,google,organic,,/lp/demo-gratis,tablet,253,8,0,
SES-00015420,user_0068846,2023-12-11,2023-12-11T14:07:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,mobile,70,4,0,
SES-00105156,user_0090769,2023-12-11,2023-12-11T14:08:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,296,10,0,
SES-00041955,user_0010931,2023-12-11,2023-12-11T14:08:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,322,6,1,
SES-00040220,user_0048800,2023-12-11,2023-12-11T14:10:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,319,12,1,
SES-00008906,user_0079310,2023-12-11,2023-12-11T14:10:00,email_marketing,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,desktop,160,3,0,
SES-00068153,user_0091088,2023-12-11,2023-12-11T14:11:00,organic_search,google,organic,,/lp/demo-gratis,desktop,190,1,1,
SES-00112134,user_0026764,2023-12-11,2023-12-11T14:11:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,132,1,1,
SES-00111044,user_0065408,2023-12-11,2023-12-11T14:11:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,217,2,0,
SES-00125179,user_0011389,2023-12-11,2023-12-11T14:13:00,email_marketing,email,email,campanha_email_12-2023,/webinar/integracao-erp-ao-vivo,desktop,312,6,0,
SES-00102333,user_0078302,2023-12-11,2023-12-11T14:13:00,email_marketing,email,email,email_reengajamento_q4_2023,/webinar/integracao-erp-ao-vivo,tablet,283,4,0,
SES-00123102,user_0035024,2023-12-11,2023-12-11T14:14:00,email_marketing,email,email,newsletter_mensal_12_2023,/webinar/integracao-erp-ao-vivo,mobile,118,3,0,
SES-00016345,user_0068920,2023-12-11,2023-12-11T14:15:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,237,6,0,
SES-00044666,user_0087197,2023-12-11,2023-12-11T14:16:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2023,/lp/comparativo-erp,desktop,148,7,0,
SES-00039226,user_0048734,2023-12-11,2023-12-11T14:21:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,265,10,1,
SES-00027964,user_0055866,2023-12-11,2023-12-11T14:21:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,mobile,149,5,1,
SES-00090808,user_0070415,2023-12-11,2023-12-11T14:21:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,desktop,193,7,0,
SES-00103017,user_0001781,2023-12-11,2023-12-11T14:24:00,webinar_evento,webinar,evento,campanha-natal-2023,/lp/demo-gratis,tablet,233,4,0,
SES-00016569,user_0065104,2023-12-11,2023-12-11T14:24:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,5,3,1,
SES-00000972,user_0079773,2023-12-11,2023-12-11T14:25:00,organic_search,google,organic,(not set),/lp/demo-gratis,tablet,330,9,0,
SES-00101552,user_0037381,2023-12-11,2023-12-11T14:25:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,198,6,1,
SES-00023098,user_0074871,2023-12-11,2023-12-11T14:27:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,mobile,335,12,1,
SES-00141895,user_0022256,2023-12-11,2023-12-11T14:27:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,95,6,0,
SES-00015178,user_0084091,2023-12-11,2023-12-11T14:29:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,145,3,1,
SES-00044691,user_0023949,2023-12-11,2023-12-11T14:29:00,organic_search,google,organic,(none),/lp/demo-gratis,tablet,103,2,1,
SES-00094691,user_0050863,2023-12-11,2023-12-11T14:30:00,email_marketing,email,email,campanha_email_12-2023,/webinar/integracao-erp-ao-vivo,desktop,14,2,0,
SES-00149058,user_0081575,2023-12-11,2023-12-11T14:31:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,268,5,1,
SES-00067721,user_0091226,2023-12-11,2023-12-11T14:32:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q4,/lp/trial-30-dias,mobile,232,14,0,
SES-00065563,user_0032933,2023-12-11,2023-12-11T14:33:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,mobile,5,1,1,
SES-00104096,user_0031665,2023-12-11,2023-12-11T14:35:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2023,/lp/comparativo-erp,tablet,200,7,0,
SES-00149029,user_0029866,2023-12-11,2023-12-11T14:35:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,61,5,0,
SES-00004381,user_0089030,2023-12-11,2023-12-11T14:37:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,mobile,8,5,1,
SES-00124249,user_0083514,2023-12-11,2023-12-11T14:38:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,221,5,0,
SES-00038691,user_0024238,2023-12-11,2023-12-11T14:38:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,desktop,81,5,1,LEAD-005154
SES-00123177,user_0012762,2023-12-11,2023-12-11T14:39:00,direct,(direct),(none),,/lp/comparativo-erp,mobile,193,7,1,
SES-00056225,user_0059506,2023-12-11,2023-12-11T14:48:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,211,4,1,
SES-00089717,user_0017446,2023-12-11,2023-12-11T14:49:00,email_marketing,email,email,campanha_email_12-2023,/webinar/integracao-erp-ao-vivo,mobile,436,14,1,
SES-00076399,user_0024584,2023-12-11,2023-12-11T14:50:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,124,1,1,
SES-00086764,user_0094676,2023-12-11,2023-12-11T14:52:00,organic_search,google,organic,,/lp/demo-gratis,desktop,51,4,1,
SES-00022337,user_0024424,2023-12-11,2023-12-11T14:56:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,234,4,1,
SES-00048974,user_0068591,2023-12-11,2023-12-11T14:59:00,email_marketing,email,email,newsletter_mensal_12_2023,/webinar/integracao-erp-ao-vivo,mobile,5,2,0,
SES-00035524,user_0038956,2023-12-11,2023-12-11T15:00:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,262,8,0,
SES-00088762,user_0039339,2023-12-11,2023-12-11T15:01:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,128,1,1,
SES-00033567,user_0037741,2023-12-11,2023-12-11T15:06:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,mobile,175,5,1,
SES-00129253,user_0015025,2023-12-11,2023-12-11T15:07:00,email_marketing,email,email,email_reengajamento_q4_2023,/webinar/integracao-erp-ao-vivo,desktop,233,5,1,
SES-00037505,user_0043486,2023-12-11,2023-12-11T15:07:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,275,7,0,
SES-00120717,user_0048084,2023-12-11,2023-12-11T15:08:00,paid_search,google,cpc,google_branded_2023,/lp/roi-calculator,desktop,168,10,0,
SES-00125065,user_0086465,2023-12-11,2023-12-11T15:08:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,150,4,1,
SES-00082906,user_0003423,2023-12-11,2023-12-11T15:09:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,152,7,1,
SES-00085134,user_0084003,2023-12-11,2023-12-11T15:09:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,desktop,384,11,0,
SES-00080135,user_0021242,2023-12-11,2023-12-11T15:10:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,mobile,148,3,1,
SES-00022362,user_0005226,2023-12-11,2023-12-11T15:12:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,100,4,1,
SES-00039456,user_0042251,2023-12-11,2023-12-11T15:12:00,organic_search,google,organic,,/lp/demo-gratis,desktop,140,6,0,
SES-00034896,user_0016372,2023-12-11,2023-12-11T15:16:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,152,7,0,
SES-00114808,user_0080015,2023-12-11,2023-12-11T15:18:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,102,4,1,
SES-00139814,user_0083455,2023-12-11,2023-12-11T15:18:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,desktop,158,5,1,
SES-00030649,user_0095340,2023-12-11,2023-12-11T15:18:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,376,6,1,
SES-00028264,user_0000138,2023-12-11,2023-12-11T15:19:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,105,6,1,
SES-00125588,user_0047104,2023-12-11,2023-12-11T15:19:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q4,/lp/trial-30-dias,mobile,84,1,1,
SES-00022147,user_0043422,2023-12-11,2023-12-11T15:23:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q4_2023,/lp/comparativo-erp,mobile,125,3,1,
SES-00115351,user_0035555,2023-12-11,2023-12-11T15:25:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,323,10,0,
SES-00019633,user_0079170,2023-12-11,2023-12-11T15:29:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,tablet,96,9,1,
SES-00028961,user_0089693,2023-12-11,2023-12-11T15:32:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,88,9,0,
SES-00072400,user_0006619,2023-12-11,2023-12-11T15:38:00,direct,(direct),(none),,/lp/comparativo-erp,tablet,16,4,0,
SES-00036194,user_0090902,2023-12-11,2023-12-11T15:39:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,159,8,0,LEAD-005156
SES-00014798,user_0054263,2023-12-11,2023-12-11T15:42:00,direct,(direct),(none),(not set),/lp/comparativo-erp,mobile,307,3,1,
SES-00052756,user_0080599,2023-12-11,2023-12-11T15:44:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,tablet,55,7,0,
SES-00020081,user_0070809,2023-12-11,2023-12-11T15:44:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,140,4,1,
SES-00065694,user_0052138,2023-12-11,2023-12-11T15:48:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,388,10,0,
SES-00100133,user_0043434,2023-12-11,2023-12-11T15:48:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,236,5,0,
SES-00020963,user_0082493,2023-12-11,2023-12-11T15:50:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,306,18,0,
SES-00009992,user_0009564,2023-12-11,2023-12-11T15:58:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,181,8,1,
SES-00015068,user_0017919,2023-12-11,2023-12-11T16:02:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,6,4,0,
SES-00042319,user_0096058,2023-12-11,2023-12-11T16:04:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,374,9,1,
SES-00131136,user_0068435,2023-12-11,2023-12-11T16:04:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,mobile,223,9,1,
SES-00037080,user_0000047,2023-12-11,2023-12-11T16:06:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,mobile,162,7,0,
SES-00065859,user_0048043,2023-12-11,2023-12-11T16:06:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,mobile,386,8,0,
SES-00003311,user_0056061,2023-12-11,2023-12-11T16:07:00,webinar_evento,webinar,evento,bf-23,/lp/demo-gratis,desktop,217,5,1,
SES-00099608,user_0018844,2023-12-11,2023-12-11T16:08:00,meta_ads,facebook,paid_social,facebook_retargeting_2023,/lp/trial-30-dias,desktop,274,9,1,
SES-00131954,user_0080566,2023-12-11,2023-12-11T16:09:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,315,9,0,
SES-00058193,user_0030688,2023-12-11,2023-12-11T16:10:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,desktop,5,2,1,
SES-00033380,user_0068410,2023-12-11,2023-12-11T16:10:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2023,/lp/comparativo-erp,mobile,380,4,0,
SES-00144576,user_0073748,2023-12-11,2023-12-11T16:12:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,172,5,1,
SES-00123316,user_0086560,2023-12-11,2023-12-11T16:13:00,meta_ads,facebook,paid_social,fb-leads-varejo-2023,/lp/trial-30-dias,desktop,31,1,1,
SES-00098128,user_0062444,2023-12-11,2023-12-11T16:15:00,organic_search,google,organic,,/lp/demo-gratis,desktop,267,11,1,
SES-00034398,user_0025166,2023-12-11,2023-12-11T16:15:00,organic_search,google,organic,,/lp/demo-gratis,mobile,223,3,0,
SES-00005067,user_0029882,2023-12-11,2023-12-11T16:16:00,paid_search,google,cpc,google_brand_keywords_2023,/lp/roi-calculator,mobile,166,9,1,
SES-00066249,user_0040878,2023-12-11,2023-12-11T16:17:00,email_marketing,email,email,newsletter_mensal_12_2023,/webinar/integracao-erp-ao-vivo,mobile,242,6,1,
SES-00083460,user_0050655,2023-12-11,2023-12-11T16:20:00,organic_search,google,organic,,/lp/demo-gratis,mobile,226,10,1,
SES-00060433,user_0006952,2023-12-11,2023-12-11T16:20:00,email_marketing,email,email,email_nurture_leads_2023,/webinar/integracao-erp-ao-vivo,mobile,296,16,1,LEAD-005157
SES-00071874,user_0094885,2023-12-11,2023-12-11T16:21:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,331,16,0,
SES-00136413,user_0075651,2023-12-11,2023-12-11T16:24:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,182,5,0,
SES-00034003,user_0080083,2023-12-11,2023-12-11T16:24:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q4_2023,/lp/comparativo-erp,desktop,194,4,0,
SES-00100071,user_0049083,2023-12-11,2023-12-11T16:25:00,paid_search,google,cpc,integracao_erp_pesquisa_2023,/lp/roi-calculator,desktop,298,6,1,
SES-00056341,user_0010035,2023-12-11,2023-12-11T16:27:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,116,6,0,
SES-00003823,user_0022438,2023-12-11,2023-12-11T16:28:00,meta_ads,facebook,paid_social,meta_awareness_2023,/lp/trial-30-dias,desktop,113,5,1,LEAD-005158
SES-00120990,user_0081494,2023-12-11,2023-12-11T16:28:00,paid_search,google,cpc,pesquisa_concorrentes_q4_2023,/lp/roi-calculator,tablet,148,5,1,
SES-00002906,user_0017139,2023-12-11,2023-12-11T16:30:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,137,8,0,
SES-00015535,user_0016634,2023-12-11,2023-12-11T16:30:00,email_marketing,email,email,newsletter_mensal_12_2023,/webinar/integracao-erp-ao-vivo,mobile,224,11,0,
